"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Superintendência / RS","811399/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.105/0001-02","Município de Santo Augusto","SANTO AUGUSTO - RS, SÃO VALÉRIO DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811401/2012","Requerimento de Registro de Extração","Registro de Extração","01.610.568/0001-97","Prefeitura Municipal de Maçambara","MAÇAMBARÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811402/2015","Requerimento de Registro de Extração","Registro de Extração","94.068.236/0001-03","Prefeitura Municipal de Sertão Santana","SERTÃO SANTANA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811404/2012","Requerimento de Registro de Extração","Registro de Extração","01.610.568/0001-97","Prefeitura Municipal de Maçambara","MAÇAMBARÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811405/2012","Requerimento de Registro de Extração","Registro de Extração","01.610.568/0001-97","Prefeitura Municipal de Maçambara","MAÇAMBARÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811405/2013","Requerimento de Registro de Extração","Registro de Extração","93.856.862/0001-00","Município de Itapuca","ITAPUCA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811406/2012","Requerimento de Registro de Extração","Registro de Extração","01.610.568/0001-97","Prefeitura Municipal de Maçambara","MAÇAMBARÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811407/2011","Requerimento de Registro de Extração","Registro de Extração","91.566.893/0001-92","Prefeitura Municipal de Fagundes Varela","FAGUNDES VARELA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811410/2011","Requerimento de Registro de Extração","Registro de Extração","87.612.743/0001-09","Municipio de Espumoso","ALTO ALEGRE - RS, ESPUMOSO - RS","BASALTO","Pedra de talhe","Sim"
"Superintendência / RS","811419/2011","Requerimento de Registro de Extração","Registro de Extração","87.613.220/0001-79","MUNICIPIO DE CHAPADA","CHAPADA - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","811424/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.071/0001-48","Prefeitura Municipal de Santo Ângelo","SANTO ÂNGELO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811425/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.071/0001-48","Prefeitura Municipal de Santo Ângelo","SANTO ÂNGELO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811429/2016","Requerimento de Registro de Extração","Registro de Extração","01.613.360/0001-21","Prefeitura Municipal de Doutor Ricardo","DOUTOR RICARDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811430/2011","Requerimento de Registro de Extração","Registro de Extração","87.590.998/0001-00","Prefeitura Municipal de Arroio do Tigre","ARROIO DO TIGRE - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811430/2012","Requerimento de Registro de Extração","Registro de Extração","01.621.714/0001-80","Prefeitura Municipal de Muitos Capões – Rs","MUITOS CAPÕES - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","811431/2015","Requerimento de Registro de Extração","Registro de Extração","04.218.263/0001-22","Município de Canudos do Vale","CANUDOS DO VALE - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811432/2015","Requerimento de Registro de Extração","Registro de Extração","88.572.748/0001-00","PREFEITURA MUNICIPAL DE NOVA PETRÓPOLIS","NOVA PETRÓPOLIS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811433/2015","Requerimento de Registro de Extração","Registro de Extração","04.219.099/0001-78","Prefeitura Municipal de Pedras Altas","PEDRAS ALTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811434/2016","Requerimento de Registro de Extração","Registro de Extração","88.437.926/0001-90","Prfeitura Municipal de Condor","CONDOR - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811439/2015","Requerimento de Registro de Extração","Registro de Extração","90.256.660/0001-20","Prefeitura Municipal Terra de Areia","TERRA DE AREIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811441/2013","Requerimento de Registro de Extração","Registro de Extração","87.613.600/0001-03","Prefeitura Municipal de Cacique Doble","CACIQUE DOBLE - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811441/2015","Requerimento de Registro de Extração","Registro de Extração","88.414.552/0001-97","Prefeitura Municipal de Jaguarão","JAGUARÃO - RS","GRANITO, SAIBRO","Construção civil, Revestimento","Sim"
"Superintendência / RS","811442/2013","Requerimento de Registro de Extração","Registro de Extração","88.225.149/0001-10","Prefeitura Municipal de Esmeralda","ESMERALDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811443/2013","Requerimento de Registro de Extração","Registro de Extração","88.225.149/0001-10","Prefeitura Municipal de Esmeralda","ESMERALDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811443/2015","Requerimento de Registro de Extração","Registro de Extração","90.483.066/0001-72","Municipio de Andre da Rocha","ANDRÉ DA ROCHA - RS","CASCALHO, CASCALHO","Brita, Construção civil","Sim"
"Superintendência / RS","811444/2013","Requerimento de Registro de Extração","Registro de Extração","88.225.149/0001-10","Prefeitura Municipal de Esmeralda","ESMERALDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811444/2015","Requerimento de Registro de Extração","Registro de Extração","90.483.066/0001-72","Municipio de Andre da Rocha","ANDRÉ DA ROCHA - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811445/2012","Requerimento de Registro de Extração","Registro de Extração","92.453.810/0001-11","Prefeitura Municipal de Três Arroios","TRÊS ARROIOS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811446/2012","Requerimento de Registro de Extração","Registro de Extração","92.453.810/0001-11","Prefeitura Municipal de Três Arroios","TRÊS ARROIOS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811446/2013","Requerimento de Registro de Extração","Registro de Extração","88.225.149/0001-10","Prefeitura Municipal de Esmeralda","ESMERALDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811446/2015","Requerimento de Registro de Extração","Registro de Extração","88.496.468/0001-60","Município de Santa Bárbara do Sul","SANTA BÁRBARA DO SUL - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811450/2011","Requerimento de Registro de Extração","Registro de Extração","90.152.240/0001-02","Cristal Prefeitura Municipal","SÃO LOURENÇO DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811452/2011","Requerimento de Registro de Extração","Registro de Extração","87.502.902/0001-04","Município de Nova Araçá","NOVA ARAÇÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811454/2012","Requerimento de Registro de Extração","Registro de Extração","04.216.419/0001-36","Prefeitura Municipal de Bozano ","BOZANO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811455/2015","Requerimento de Registro de Extração","Registro de Extração","91.574.764/0001-46","Prefeitura Municipal de Quinze de Novembro","QUINZE DE NOVEMBRO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811456/2015","Requerimento de Registro de Extração","Registro de Extração","91.574.764/0001-46","Prefeitura Municipal de Quinze de Novembro","QUINZE DE NOVEMBRO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811456/2016","Requerimento de Registro de Extração","Registro de Extração","88.696.810/0001-75","Prefeitura Municipal de Camaquã","CAMAQUÃ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811457/2016","Requerimento de Registro de Extração","Registro de Extração","87.566.188/0001-18","Pejuçara Prefeitura","PEJUÇARA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811458/2016","Requerimento de Registro de Extração","Registro de Extração","87.566.188/0001-18","Pejuçara Prefeitura","PEJUÇARA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811461/2014","Requerimento de Registro de Extração","Registro de Extração","04.217.437/0001-32","Município de Aceguá","ACEGUÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811462/2011","Requerimento de Registro de Extração","Registro de Extração","91.693.309/0001-60","Município de Brochier","BROCHIER - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811462/2012","Requerimento de Registro de Extração","Registro de Extração","88.821.079/0001-62","Municipio de Rio Pardo","RIO PARDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811463/2012","Requerimento de Registro de Extração","Registro de Extração","88.821.079/0001-62","Municipio de Rio Pardo","RIO PARDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811463/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.410/0001-96","Prefeitura Municipal de Getúlio Vargas.","GETÚLIO VARGAS - RS","CASCALHO","Brita","Sim"
"Superintendência / RS","811464/2012","Requerimento de Registro de Extração","Registro de Extração","94.702.818/0001-08","Município de Candiota","PINHEIRO MACHADO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811464/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.410/0001-96","Prefeitura Municipal de Getúlio Vargas.","GETÚLIO VARGAS - RS","CASCALHO","Brita","Sim"
"Superintendência / RS","811466/2011","Requerimento de Registro de Extração","Registro de Extração","92.453.927/0001-03","Município de Entre Rios do Sul","ENTRE RIOS DO SUL - RS","BASALTO, SAIBRO","Construção civil, Pedra de talhe","Sim"
"Superintendência / RS","811472/2015","Requerimento de Registro de Extração","Registro de Extração","04.213.529/0001-44","Prefeitura Municipal de Cruzaltense","CRUZALTENSE - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","811473/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.162/0001-83","Município de Campo Novo","CAMPO NOVO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811473/2016","Requerimento de Registro de Extração","Registro de Extração","97.229.181/0001-64","Prefeitura Municipal de São Sepé","SÃO SEPÉ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811474/2012","Requerimento de Registro de Extração","Registro de Extração","91.551.762/0001-31","Prefeitura Municipal de Manoel Viana","MANOEL VIANA - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811477/2015","Requerimento de Registro de Extração","Registro de Extração","01.613.501/0001-06","Prefeitura Municipal de Mampituba","MAMPITUBA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811481/2016","Requerimento de Registro de Extração","Registro de Extração","88.187.935/0001-70","Prefeitura Municipal de Roca Sales","ARROIO DO MEIO - RS, ROCA SALES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811482/2016","Requerimento de Registro de Extração","Registro de Extração","88.187.935/0001-70","Prefeitura Municipal de Roca Sales","ROCA SALES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811485/2014","Requerimento de Registro de Extração","Registro de Extração","87.366.159/0001-02","Prefeitura Municipal de Sapiranga","SAPIRANGA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811491/2013","Requerimento de Registro de Extração","Registro de Extração","88.821.079/0001-62","Municipio de Rio Pardo","RIO PARDO - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811498/2015","Requerimento de Registro de Extração","Registro de Extração","87.297.271/0001-39","Município de Arroio do Meio","ARROIO DO MEIO - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","811502/2011","Requerimento de Registro de Extração","Registro de Extração","92.450.998/0001-44","Prefeitura Municipal de Mulliterno","MULITERNO - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","811503/2011","Requerimento de Registro de Extração","Registro de Extração","92.450.998/0001-44","Prefeitura Municipal de Mulliterno","MULITERNO - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","811509/2014","Requerimento de Registro de Extração","Registro de Extração","91.997.056/0001-18","Sede Nova Prefeitura","SEDE NOVA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811509/2015","Requerimento de Registro de Extração","Registro de Extração","94.721.388/0001-63","Prefeitura Municipal de Coronel Barros","CORONEL BARROS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811512/2014","Requerimento de Registro de Extração","Registro de Extração","01.611.536/0001-06","Prefeitura Municipal de Senador Salgado Filho","SENADOR SALGADO FILHO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811517/2014","Requerimento de Registro de Extração","Registro de Extração","04.213.529/0001-44","Prefeitura Municipal de Cruzaltense","CRUZALTENSE - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","811518/2012","Requerimento de Registro de Extração","Registro de Extração","88.073.291/0001-99","Prefeitura Municipal de Bagé","BAGÉ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811518/2013","Requerimento de Registro de Extração","Registro de Extração","91.693.333/0001-07","Município de Poço das Antas","SALVADOR DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811522/2013","Requerimento de Registro de Extração","Registro de Extração","87.530.978/0001-43","Prefeitura Municipal de Cachoeira do Sul","CACHOEIRA DO SUL - RS","AREIA","Construção civil","Sim"
"Superintendência / RS","811523/2013","Requerimento de Registro de Extração","Registro de Extração","87.530.978/0001-43","Prefeitura Municipal de Cachoeira do Sul","CACHOEIRA DO SUL - RS","CASCALHO","Brita","Sim"
"Superintendência / RS","811527/2013","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811528/2013","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811531/2015","Requerimento de Registro de Extração","Registro de Extração","88.600.655/0001-41","Prefeitura Municipal de Nova Bréscia","NOVA BRÉSCIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811532/2015","Requerimento de Registro de Extração","Registro de Extração","88.600.655/0001-41","Prefeitura Municipal de Nova Bréscia","NOVA BRÉSCIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811534/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811534/2015","Requerimento de Registro de Extração","Registro de Extração","88.702.089/0001-89","Município de Panambi Prefeitura Municipal","PANAMBI - RS","BASALTO, BASALTO, SAIBRO","Brita, Construção civil, Pedra de talhe","Sim"
"Superintendência / RS","811535/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811535/2015","Requerimento de Registro de Extração","Registro de Extração","87.860.763/0001-90","Município de Salvador do Sul","SALVADOR DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811536/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811537/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811538/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811539/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811540/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811541/2013","Requerimento de Registro de Extração","Registro de Extração","92.450.733/0001-46","Prefeitura Municipal de Charrua","CHARRUA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811547/2013","Requerimento de Registro de Extração","Registro de Extração","91.693.325/0001-52","Prefeitura Municipal de Barao","BARÃO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811548/2013","Requerimento de Registro de Extração","Registro de Extração","91.693.325/0001-52","Prefeitura Municipal de Barao","BARÃO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811549/2013","Requerimento de Registro de Extração","Registro de Extração","91.693.325/0001-52","Prefeitura Municipal de Barao","BARÃO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811565/2013","Requerimento de Registro de Extração","Registro de Extração","88.821.079/0001-62","Municipio de Rio Pardo","RIO PARDO - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811570/2014","Requerimento de Registro de Extração","Registro de Extração","88.080.379/0001-38","Prefeitura Municipal de Herval, Rs","HERVAL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811571/2014","Requerimento de Registro de Extração","Registro de Extração","87.896.882/0001-01","Prefeitura Municipal de São Francisco de Assis","SÃO FRANCISCO DE ASSIS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811572/2014","Requerimento de Registro de Extração","Registro de Extração","87.896.882/0001-01","Prefeitura Municipal de São Francisco de Assis","SÃO FRANCISCO DE ASSIS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811573/2014","Requerimento de Registro de Extração","Registro de Extração","87.896.882/0001-01","Prefeitura Municipal de São Francisco de Assis","SÃO FRANCISCO DE ASSIS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811574/2014","Requerimento de Registro de Extração","Registro de Extração","87.896.882/0001-01","Prefeitura Municipal de São Francisco de Assis","SÃO FRANCISCO DE ASSIS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811577/2015","Requerimento de Registro de Extração","Registro de Extração","91.566.877/0001-08","Prefeitura Municipal de Vista Alegre do Prata","VISTA ALEGRE DO PRATA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811582/2015","Requerimento de Registro de Extração","Registro de Extração","87.488.938/0001-80","Prefeitura Municipal de Dona Francisca","DONA FRANCISCA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811587/2012","Requerimento de Registro de Extração","Registro de Extração","88.370.879/0001-04","Prefeitura Municipal de São Sebastião do Caí","HARMONIA - RS, SÃO SEBASTIÃO DO CAÍ - RS","CASCALHO, CASCALHO","Brita, Construção civil","Sim"
"Superintendência / RS","811592/2014","Requerimento de Registro de Extração","Registro de Extração","87.613.634/0001-06","Prefeitura Municipal de Tuparendi.","TUPARENDI - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811593/2014","Requerimento de Registro de Extração","Registro de Extração","88.821.079/0001-62","Municipio de Rio Pardo","RIO PARDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811594/2014","Requerimento de Registro de Extração","Registro de Extração","88.821.079/0001-62","Municipio de Rio Pardo","RIO PARDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811594/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811598/2014","Requerimento de Registro de Extração","Registro de Extração","87.455.531/0001-57","Prefeitura Municipal de Pelotas","PELOTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811599/2014","Requerimento de Registro de Extração","Registro de Extração","04.218.960/0001-83","Prefeitura Municipal de Arroio do Padre","ARROIO DO PADRE - RS, PELOTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811600/2014","Requerimento de Registro de Extração","Registro de Extração","04.218.960/0001-83","Prefeitura Municipal de Arroio do Padre","ARROIO DO PADRE - RS, PELOTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811603/2014","Requerimento de Registro de Extração","Registro de Extração","91.551.762/0001-31","Prefeitura Municipal de Manoel Viana","MANOEL VIANA - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811607/2014","Requerimento de Registro de Extração","Registro de Extração","88.379.763/0001-36","Prefeitura Municipal de Igrejinha","IGREJINHA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811612/2015","Requerimento de Registro de Extração","Registro de Extração","04.215.971/0001-00","Município de Capão Bonito do Sul","CAPÃO BONITO DO SUL - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","811613/2015","Requerimento de Registro de Extração","Registro de Extração","04.215.971/0001-00","Município de Capão Bonito do Sul","CAPÃO BONITO DO SUL - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","811614/2015","Requerimento de Registro de Extração","Registro de Extração","01.621.714/0001-80","Prefeitura Municipal de Muitos Capões – Rs","MUITOS CAPÕES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811615/2015","Requerimento de Registro de Extração","Registro de Extração","01.621.714/0001-80","Prefeitura Municipal de Muitos Capões – Rs","MUITOS CAPÕES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811616/2015","Requerimento de Registro de Extração","Registro de Extração","01.621.714/0001-80","Prefeitura Municipal de Muitos Capões – Rs","MUITOS CAPÕES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811617/2015","Requerimento de Registro de Extração","Registro de Extração","01.621.714/0001-80","Prefeitura Municipal de Muitos Capões – Rs","MUITOS CAPÕES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","811628/2014","Requerimento de Registro de Extração","Registro de Extração","89.971.766/0001-27","Município de Eugenio de Castro","EUGÊNIO DE CASTRO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811637/2014","Requerimento de Registro de Extração","Registro de Extração","89.708.051/0001-86","Municipio de Fortaleza dos Valos","FORTALEZA DOS VALOS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811638/2014","Requerimento de Registro de Extração","Registro de Extração","01.611.828/0001-49","Município de Nova Ramada","NOVA RAMADA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811639/2014","Requerimento de Registro de Extração","Registro de Extração","01.611.828/0001-49","Município de Nova Ramada","NOVA RAMADA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811640/2014","Requerimento de Registro de Extração","Registro de Extração","01.611.828/0001-49","Município de Nova Ramada","NOVA RAMADA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811641/2014","Requerimento de Registro de Extração","Registro de Extração","01.611.828/0001-49","Município de Nova Ramada","NOVA RAMADA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811642/2014","Requerimento de Registro de Extração","Registro de Extração","87.564.381/0001-10","Municipio de Ibirubá","IBIRUBÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811643/2014","Requerimento de Registro de Extração","Registro de Extração","94.704.277/0001-49","Municipio de Lagoa dos Tres Cantos","LAGOA DOS TRÊS CANTOS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811675/2015","Requerimento de Registro de Extração","Registro de Extração","88.587.183/0001-34","Município de Carlos Barbosa","CARLOS BARBOSA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811678/2015","Requerimento de Registro de Extração","Registro de Extração","01.613.119/0001-00","Municipio de Unistalda","UNISTALDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811680/2014","Requerimento de Registro de Extração","Registro de Extração","87.893.111/0001-52","Prefeitura Municipal de São Lourenço do Sul","SÃO LOURENÇO DO SUL - RS","ARENITO, SAIBRO","Construção civil, Construção civil","Sim"
"Superintendência / RS","811685/2015","Requerimento de Registro de Extração","Registro de Extração","87.613.386/0001-95","Prefeitura Municipal de Mariano Moro","MARIANO MORO - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","811686/2015","Requerimento de Registro de Extração","Registro de Extração","87.612.834/0001-36","Horizontina Prefeitura","HORIZONTINA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811696/2015","Requerimento de Registro de Extração","Registro de Extração","91.558.650/0001-02","Prefeitura Municipal de Morro Redondo","CANGUÇU - RS, MORRO REDONDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811700/2015","Requerimento de Registro de Extração","Registro de Extração","01.610.869/0001-10","Prefeitura Municipal de Chuvisca","CHUVISCA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811721/2015","Requerimento de Registro de Extração","Registro de Extração","92.000.215/0001-20","Prefeitura Municipal de Segredo","SEGREDO - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","811724/2015","Requerimento de Registro de Extração","Registro de Extração","01.601.856/0001-85","Prefeitura Municipal de Novo Cabrais","NOVO CABRAIS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","811742/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811743/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811744/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811745/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811746/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811747/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811748/2015","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811752/2015","Requerimento de Registro de Extração","Registro de Extração","91.995.365/0001-59","Município de Nova Hartz","NOVA HARTZ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811769/2015","Requerimento de Registro de Extração","Registro de Extração","94.706.124/0001-30","Travesseiro Prefeitura","TRAVESSEIRO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","811774/2015","Requerimento de Registro de Extração","Registro de Extração","01.607.509/0001-60","Prefeitura Municipal de Fazenda Vilanova","FAZENDA VILANOVA - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / SC","815013/2009","Requerimento de Registro de Extração","Registro de Extração","83.102.426/0001-83","Prefeitura Municipal de Dona Emma","DONA EMMA - SC, PRESIDENTE GETÚLIO - SC","SAIBRO","Construção civil","Sim"
"Superintendência / SC","815023/2006","Requerimento de Registro de Extração","Registro de Extração","82.892.340/0001-39","PREFEITURA MUNICIPAL DE SÃO BONIFÁCIO","SÃO BONIFÁCIO - SC","SAIBRO","Industrial","Sim"
"Superintendência / SC","815024/2006","Requerimento de Registro de Extração","Registro de Extração","82.892.340/0001-39","PREFEITURA MUNICIPAL DE SÃO BONIFÁCIO","SÃO BONIFÁCIO - SC","SAIBRO","Industrial","Sim"
"Superintendência / SC","815025/2013","Requerimento de Registro de Extração","Registro de Extração","82.926.585/0001-30","Rio Fortuna Prefeitura","RIO FORTUNA - SC","SAIBRO","Construção civil","Sim"
